filename, ad, age, alps_release, area, balancer, dbd, doi, effector, gender, publishing_name, roi
"Janelia-1870576565193015394-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_259_042_1903703190818259042_align_AlignedFlyBrain_8bitc_J18U_SG","GMR_93D10_BB_04","Day 6-10","MB Paper 2014","Brain","Homozygous","GMR_13F04_AV_01","10.7554/eLife.04577","UAS_IVS_mCD8_3_0045","Female","MB112C","MBON-gamma1pedc>alpha/beta"
"Janelia-1870576565193015394-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_380_773_2624125646443380773_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG","GMR_93D10_BB_04","Day 6-10","MB Paper 2014","Brain","Homozygous","GMR_13F04_AV_01","10.7554/eLife.04577","UAS_IVS_mCD8_3_0045","Female","MB112C","MBON-gamma1pedc>alpha/beta"
"Janelia-1870576569282461794-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_992_034_1903713835533992034_align_AlignedFlyBrain_8bitc_J18U_SG","GMR_52G04_BB_04","Day 6-10","MB Paper 2014","Brain","Homozygous","GMR_94B10_AV_01","10.7554/eLife.04577","UAS_IVS_mCD8_3_0045","Female","MB083C","MBON-gamma3,MBON-gamma3beta'1"
"Janelia-1870576569282461794-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_849_765_2624125646539849765_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG","GMR_52G04_BB_04","Day 6-10","MB Paper 2014","Brain","Homozygous","GMR_94B10_AV_01","10.7554/eLife.04577","UAS_IVS_mCD8_3_0045","Female","MB083C","MBON-gamma3,MBON-gamma3beta'1"
"Janelia-1870576570444284002-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_869_026_1903715928063869026_align_AlignedFlyBrain_8bitc_J18U_SG","GMR_52G04_BB_04","Day 6-10","MB Paper 2014","Brain","Homozygous","GMR_94B10_AV_01","10.7554/eLife.04577","UAS_IVS_mCD8_3_0045","Female","MB083C","MBON-gamma3,MBON-gamma3beta'1"
"Janelia-1870576570444284002-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_699_493_2624125234583699493_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG","GMR_52G04_BB_04","Day 6-10","MB Paper 2014","Brain","Homozygous","GMR_94B10_AV_01","10.7554/eLife.04577","UAS_IVS_mCD8_3_0045","Female","MB083C","MBON-gamma3,MBON-gamma3beta'1"
"Janelia-1870576572407218274-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_260_002_1903719135947260002_align_AlignedFlyBrain_8bitc_J18U_SG","GMR_53C03_BB_21","Day 6-10","MB Paper 2014","Brain","(CyO;TM6b)","GMR_24E12_AV_01","10.7554/eLife.04577","UAS_IVS_mCD8_3_0045","Female","MB298B","MBON-gamma4>gamma1gamma2"
"Janelia-1870576572407218274-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_127_014_2624125306432127014_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG","GMR_53C03_BB_21","Day 6-10","MB Paper 2014","Brain","(CyO;TM6b)","GMR_24E12_AV_01","10.7554/eLife.04577","UAS_IVS_mCD8_3_0045","Female","MB298B","MBON-gamma4>gamma1gamma2"
"Janelia-1870576573615177826-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_347_874_1903720614934347874_align_AlignedFlyBrain_8bitc_J18U_SG","GMR_53C03_BB_21","Day 6-10","MB Paper 2014","Brain","(CyO;TM6b)","GMR_24E12_AV_01","10.7554/eLife.04577","UAS_IVS_mCD8_3_0045","Female","MB298B","MBON-gamma4>gamma1gamma2"
"Janelia-1870576573615177826-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_860_709_2624125388216860709_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG","GMR_53C03_BB_21","Day 6-10","MB Paper 2014","Brain","(CyO;TM6b)","GMR_24E12_AV_01","10.7554/eLife.04577","UAS_IVS_mCD8_3_0045","Female","MB298B","MBON-gamma4>gamma1gamma2"
"Janelia-1870576575498420322-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_324_322_1903720730118324322_align_AlignedFlyBrain_8bitc_J18U_SG","GMR_30E08_BB_21","Day 6-10","MB Paper 2014","Brain","(CyO);L/TM6b","GMR_11C07_AV_01","10.7554/eLife.04577","UAS_IVS_mCD8_3_0045","Female","MB433B","MBON-gamma4>gamma1gamma2,MBON-beta1>alpha"
"Janelia-1870576578400878690-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_925_538_1903724294244925538_align_AlignedFlyBrain_8bitc_J18U_SG","GMR_14C08_BB_21","Day 6-10","MB Paper 2014","Brain","CyO;TM6b","GMR_15B01_AV_01","10.7554/eLife.04577","UAS_IVS_mCD8_3_0045","Female","MB011B","MBON-gamma5beta'2a,MBON-beta'2mp,MBON-beta'2mp_bilateral"
"Janelia-1870576578958721122-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_512_482_1903725282154512482_align_AlignedFlyBrain_8bitc_J18U_SG","GMR_14C08_BB_21","Day 6-10","MB Paper 2014","Brain","CyO;TM6b","GMR_15B01_AV_01","10.7554/eLife.04577","UAS_IVS_mCD8_3_0045","Female","MB011B","MBON-gamma5beta'2a,MBON-beta'2mp,MBON-beta'2mp_bilateral"
"Janelia-1870576578958721122-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_643_880_2624120779796643880_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG","GMR_14C08_BB_21","Day 6-10","MB Paper 2014","Brain","CyO;TM6b","GMR_15B01_AV_01","10.7554/eLife.04577","UAS_IVS_mCD8_3_0045","Female","MB011B","MBON-gamma5beta'2a,MBON-beta'2mp,MBON-beta'2mp_bilateral"
"Janelia-1870576582096060514-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_338_018_2624569763623338018_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_15B01_BB_21","Day 6-10","MB Paper 2014","Brain","L/TM6b","GMR_27G01_AV_01","10.7554/eLife.04577","UAS_IVS_mCD8_3_0045","Female","MB210B","MBON-gamma5beta'2a,MBON-beta'2mp,MBON-beta'2mp_bilateral"
"Janelia-1870576584075772002-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_179_490_1903733603557179490_align_AlignedFlyBrain_8bitc_J18U_SG","GMR_15B01_BB_21","Day 6-10","MB Paper 2014","Brain","L/TM6b","GMR_27G01_AV_01","10.7554/eLife.04577","UAS_IVS_mCD8_3_0045","Female","MB210B","MBON-gamma5beta'2a,MBON-beta'2mp,MBON-beta'2mp_bilateral"
"Janelia-1870576586122592354-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_901_154_1903737905721901154_align_AlignedFlyBrain_8bitc_J18U_SG","GMR_12C11_BB_21","Day 6-10","MB Paper 2014","Brain","L/TM6b","GMR_14C08_AV_01","10.7554/eLife.04577","UAS_IVS_mCD8_3_0045","Female","MB002B","MBON-gamma5beta'2a,MBON-beta'2mp"
"Janelia-1870576587049533538-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_654_370_1903737146569654370_align_AlignedFlyBrain_8bitc_J18U_SG","GMR_12C11_BB_21","Day 6-10","MB Paper 2014","Brain","L/TM6b","GMR_14C08_AV_01","10.7554/eLife.04577","UAS_IVS_mCD8_3_0045","Female","MB002B","MBON-gamma5beta'2a,MBON-beta'2mp"
"Janelia-1870576592237887586-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_559_202_1903746434784559202_align_AlignedFlyBrain_8bitc_J18U_SG","GMR_25D01_BB_21","Day 6-10","MB Paper 2014","Brain","Homozygous","GMR_19F09_AV_01","10.7554/eLife.04577","UAS_IVS_mCD8_3_0045","Female","MB077B","MBON-gamma2alpha'1"
"Janelia-1870576592237887586-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_920_936_2624120317747920936_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG","GMR_25D01_BB_21","Day 6-10","MB Paper 2014","Brain","Homozygous","GMR_19F09_AV_01","10.7554/eLife.04577","UAS_IVS_mCD8_3_0045","Female","MB077B","MBON-gamma2alpha'1"
"Janelia-1870576593378738274-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_842_274_1903746582289842274_align_AlignedFlyBrain_8bitc_J18U_SG","GMR_25D01_BB_21","Day 6-10","MB Paper 2014","Brain","Homozygous","GMR_19F09_AV_01","10.7554/eLife.04577","UAS_IVS_mCD8_3_0045","Female","MB077B","MBON-gamma2alpha'1"
"Janelia-1870576593378738274-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_893_864_2624119966818893864_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG","GMR_25D01_BB_21","Day 6-10","MB Paper 2014","Brain","Homozygous","GMR_19F09_AV_01","10.7554/eLife.04577","UAS_IVS_mCD8_3_0045","Female","MB077B","MBON-gamma2alpha'1"
"Janelia-1870576594444091490-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_999_074_1903747863439999074_align_AlignedFlyBrain_8bitc_J18U_SG","GMR_25D01_BB_21","Day 6-10","MB Paper 2014","Brain","Homozygous","GMR_19F09_AV_01","10.7554/eLife.04577","UAS_IVS_mCD8_3_0045","Female","MB077B","MBON-gamma2alpha'1"
"Janelia-1870576594444091490-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_104_167_2624119380669104167_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG","GMR_25D01_BB_21","Day 6-10","MB Paper 2014","Brain","Homozygous","GMR_19F09_AV_01","10.7554/eLife.04577","UAS_IVS_mCD8_3_0045","Female","MB077B","MBON-gamma2alpha'1"
"Janelia-1870576595253592162-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_935_842_1903746501515935842_align_AlignedFlyBrain_8bitc_J18U_SG","GMR_25D01_BB_21","Day 6-10","MB Paper 2014","Brain","Homozygous","GMR_19F09_AV_01","10.7554/eLife.04577","UAS_IVS_mCD8_3_0045","Female","MB077B","MBON-gamma2alpha'1"
"Janelia-1870576595253592162-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_647_528_2624120606307647528_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG","GMR_25D01_BB_21","Day 6-10","MB Paper 2014","Brain","Homozygous","GMR_19F09_AV_01","10.7554/eLife.04577","UAS_IVS_mCD8_3_0045","Female","MB077B","MBON-gamma2alpha'1"
"Janelia-1870576596008566882-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_855_074_1903749993097855074_align_AlignedFlyBrain_8bitc_J18U_SG","GMR_25D01_BB_21","Day 6-10","MB Paper 2014","Brain","Homozygous","GMR_19F09_AV_01","10.7554/eLife.04577","UAS_IVS_mCD8_3_0045","Female","MB077B","MBON-gamma2alpha'1"
"Janelia-1870576596008566882-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_147_815_2624119380195147815_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG","GMR_25D01_BB_21","Day 6-10","MB Paper 2014","Brain","Homozygous","GMR_19F09_AV_01","10.7554/eLife.04577","UAS_IVS_mCD8_3_0045","Female","MB077B","MBON-gamma2alpha'1"
"Janelia-1870576598487400546-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_449_570_1903754270025449570_align_AlignedFlyBrain_8bitc_J18U_SG","GMR_70B10_BB_21","Day 6-10","MB Paper 2014","Brain","(CyO)","GMR_19F09_AV_01","10.7554/eLife.04577","UAS_IVS_mCD8_3_0045","Female","MB051B","MBON-gamma2alpha'1,MBON-alpha'2"
"Janelia-1870576598487400546-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_413_352_2624120317974413352_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG","GMR_70B10_BB_21","Day 6-10","MB Paper 2014","Brain","(CyO)","GMR_19F09_AV_01","10.7554/eLife.04577","UAS_IVS_mCD8_3_0045","Female","MB051B","MBON-gamma2alpha'1,MBON-alpha'2"
"Janelia-1870576599909269602-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_110_562_1903752282546110562_align_AlignedFlyBrain_8bitc_J18U_SG","GMR_70B10_BB_21","Day 6-10","MB Paper 2014","Brain","(CyO)","GMR_19F09_AV_01","10.7554/eLife.04577","UAS_IVS_mCD8_3_0045","Female","MB051B","MBON-gamma2alpha'1,MBON-alpha'2"
"Janelia-1870576599909269602-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_533_608_2624120606391533608_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG","GMR_70B10_BB_21","Day 6-10","MB Paper 2014","Brain","(CyO)","GMR_19F09_AV_01","10.7554/eLife.04577","UAS_IVS_mCD8_3_0045","Female","MB051B","MBON-gamma2alpha'1,MBON-alpha'2"
"Janelia-1870576600492277858-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_735_458_1903755550638735458_align_AlignedFlyBrain_8bitc_J18U_SG","GMR_40B08_BB_04","Day 6-10","MB Paper 2014","Brain","Homozygous","GMR_23C06_AV_01","10.7554/eLife.04577","UAS_IVS_mCD8_3_0045","Female","MB082C","MBON-alpha'2,MBON-alpha3"
"Janelia-1870576600492277858-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_605_096_2624121248002605096_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG","GMR_40B08_BB_04","Day 6-10","MB Paper 2014","Brain","Homozygous","GMR_23C06_AV_01","10.7554/eLife.04577","UAS_IVS_mCD8_3_0045","Female","MB082C","MBON-alpha'2,MBON-alpha3"
"Janelia-1870576601771540578-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_170_914_1903755944123170914_align_AlignedFlyBrain_8bitc_J18U_SG","GMR_40B08_BB_04","Day 6-10","MB Paper 2014","Brain","Homozygous","GMR_23C06_AV_01","10.7554/eLife.04577","UAS_IVS_mCD8_3_0045","Female","MB082C","MBON-alpha'2,MBON-alpha3"
"Janelia-1870576601771540578-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_728_295_2624120457061728295_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG","GMR_40B08_BB_04","Day 6-10","MB Paper 2014","Brain","Homozygous","GMR_23C06_AV_01","10.7554/eLife.04577","UAS_IVS_mCD8_3_0045","Female","MB082C","MBON-alpha'2,MBON-alpha3"
"Janelia-1870576602509738082-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_240_226_1903757563032240226_align_AlignedFlyBrain_8bitc_J18U_SG","GMR_40B08_BB_04","Day 6-10","MB Paper 2014","Brain","Homozygous","GMR_23C06_AV_01","10.7554/eLife.04577","UAS_IVS_mCD8_3_0045","Female","MB082C","MBON-alpha'2,MBON-alpha3"
"Janelia-1870576602509738082-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_867_175_2624127396411867175_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG","GMR_40B08_BB_04","Day 6-10","MB Paper 2014","Brain","Homozygous","GMR_23C06_AV_01","10.7554/eLife.04577","UAS_IVS_mCD8_3_0045","Female","MB082C","MBON-alpha'2,MBON-alpha3"
"Janelia-1870576605408002146-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_456_866_1903758576103456866_align_AlignedFlyBrain_8bitc_J18U_SG","GMR_20G03_BB_21","Day 6-10","MB Paper 2014","Brain","(CyO)","GMR_19F09_AV_01","10.7554/eLife.04577","UAS_IVS_mCD8_3_0045","Female","MB018B","MBON-alpha'2"
"Janelia-1870576605408002146-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_651_623_2624121241635651623_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG","GMR_20G03_BB_21","Day 6-10","MB Paper 2014","Brain","(CyO)","GMR_19F09_AV_01","10.7554/eLife.04577","UAS_IVS_mCD8_3_0045","Female","MB018B","MBON-alpha'2"
"Janelia-1870576606523687010-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_287_330_1903759102136287330_align_AlignedFlyBrain_8bitc_J18U_SG","GMR_20G03_BB_21","Day 6-10","MB Paper 2014","Brain","(CyO)","GMR_19F09_AV_01","10.7554/eLife.04577","UAS_IVS_mCD8_3_0045","Female","MB018B","MBON-alpha'2"
"Janelia-1870576606523687010-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_223_143_2624119380434223143_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG","GMR_20G03_BB_21","Day 6-10","MB Paper 2014","Brain","(CyO)","GMR_19F09_AV_01","10.7554/eLife.04577","UAS_IVS_mCD8_3_0045","Female","MB018B","MBON-alpha'2"
"Janelia-1870576607568068706-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_287_970_2620830434430287970_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_20G03_BB_21","Day 6-10","MB Paper 2014","Brain","(CyO)","GMR_19F09_AV_01","10.7554/eLife.04577","UAS_IVS_mCD8_3_0045","Female","MB018B","MBON-alpha'2"
"Janelia-1870576607568068706-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_939_496_2624119391393939496_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG","GMR_20G03_BB_21","Day 6-10","MB Paper 2014","Brain","(CyO)","GMR_19F09_AV_01","10.7554/eLife.04577","UAS_IVS_mCD8_3_0045","Female","MB018B","MBON-alpha'2"
"Janelia-1870576608331432034-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_803_618_1903758535053803618_align_AlignedFlyBrain_8bitc_J18U_SG","GMR_20G03_BB_21","Day 6-10","MB Paper 2014","Brain","(CyO)","GMR_19F09_AV_01","10.7554/eLife.04577","UAS_IVS_mCD8_3_0045","Female","MB018B","MBON-alpha'2"
"Janelia-1870576608331432034-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_706_471_2624118851666706471_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG","GMR_20G03_BB_21","Day 6-10","MB Paper 2014","Brain","(CyO)","GMR_19F09_AV_01","10.7554/eLife.04577","UAS_IVS_mCD8_3_0045","Female","MB018B","MBON-alpha'2"
"Janelia-1870576608931217506-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_225_634_1903759895388225634_align_AlignedFlyBrain_8bitc_J18U_SG","GMR_20G03_BB_21","Day 6-10","MB Paper 2014","Brain","(CyO)","GMR_19F09_AV_01","10.7554/eLife.04577","UAS_IVS_mCD8_3_0045","Female","MB018B","MBON-alpha'2"
"Janelia-1870576608931217506-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_461_607_2624118722100461607_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG","GMR_20G03_BB_21","Day 6-10","MB Paper 2014","Brain","(CyO)","GMR_19F09_AV_01","10.7554/eLife.04577","UAS_IVS_mCD8_3_0045","Female","MB018B","MBON-alpha'2"
"Janelia-1870576609581334626-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_907_240_2624126364889907240_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG","GMR_73H08_BB_04","Day 6-10","MB Paper 2014","Brain","L/TM3","GMR_40B08_AV_01","10.7554/eLife.04577","UAS_IVS_mCD8_3_0045","Female","MB093C","MBON-alpha'2,MBON-alpha3"
"Janelia-1870576613037441122-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_020_322_1903767322020020322_align_AlignedFlyBrain_8bitc_J18U_SG","GMR_73H08_BB_04","Day 6-10","MB Paper 2014","Brain","L/TM3","GMR_40B08_AV_01","10.7554/eLife.04577","UAS_IVS_mCD8_3_0045","Female","MB093C","MBON-alpha'2,MBON-alpha3"
"Janelia-1870576613037441122-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_117_671_2624124221634117671_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG","GMR_73H08_BB_04","Day 6-10","MB Paper 2014","Brain","L/TM3","GMR_40B08_AV_01","10.7554/eLife.04577","UAS_IVS_mCD8_3_0045","Female","MB093C","MBON-alpha'2,MBON-alpha3"
"Janelia-1870576656389767266-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_783_906_1903791956513783906_align_AlignedFlyBrain_8bitc_J18U_SG","GMR_82C10_BB_21","Day 6-10","MB Paper 2014","Brain","(CyO)","GMR_50B03_AV_01","10.7554/eLife.04577","UAS_IVS_mCD8_3_0045","Female","MB058B","PPL1-alpha'2alpha2"
"Janelia-1870576659300614242-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_507_618_1903790415958507618_align_AlignedFlyBrain_8bitc_J18U_SG","GMR_82C10_BB_21","Day 6-10","MB Paper 2014","Brain","(CyO)","GMR_50B03_AV_01","10.7554/eLife.04577","UAS_IVS_mCD8_3_0045","Female","MB058B","PPL1-alpha'2alpha2"
"Janelia-1870576659300614242-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_150_119_2624126282975150119_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG","GMR_82C10_BB_21","Day 6-10","MB Paper 2014","Brain","(CyO)","GMR_50B03_AV_01","10.7554/eLife.04577","UAS_IVS_mCD8_3_0045","Female","MB058B","PPL1-alpha'2alpha2"
"Janelia-1870576660382744674-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_758_434_1903791048895758434_align_AlignedFlyBrain_8bitc_J18U_SG","GMR_82C10_BB_21","Day 6-10","MB Paper 2014","Brain","(CyO)","GMR_50B03_AV_01","10.7554/eLife.04577","UAS_IVS_mCD8_3_0045","Female","MB058B","PPL1-alpha'2alpha2"
"Janelia-1870576660382744674-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_962_023_2624125965889962023_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG","GMR_82C10_BB_21","Day 6-10","MB Paper 2014","Brain","(CyO)","GMR_50B03_AV_01","10.7554/eLife.04577","UAS_IVS_mCD8_3_0045","Female","MB058B","PPL1-alpha'2alpha2"
"Janelia-1870576667701805154-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_212_642_1903811281807212642_align_AlignedFlyBrain_8bitc_J18U_SG","GMR_30E11_BB_21","Day 6-10","MB Paper 2014","Brain","L/CyO","GMR_22B12_AV_01","10.7554/eLife.04577","UAS_IVS_mCD8_3_0045","Female","MB438B","PPL1-alpha'2alpha2,PPL1-alpha3,PPL1-gamma1pedc"
"Janelia-1870576667701805154-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_509_479_2624125402024509479_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG","GMR_30E11_BB_21","Day 6-10","MB Paper 2014","Brain","L/CyO","GMR_22B12_AV_01","10.7554/eLife.04577","UAS_IVS_mCD8_3_0045","Female","MB438B","PPL1-alpha'2alpha2,PPL1-alpha3,PPL1-gamma1pedc"
"Janelia-1870576676065247330-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_346_978_1903840238900346978_align_AlignedFlyBrain_8bitc_J18U_SG","GMR_82C10_BB_21","Day 6-10","MB Paper 2014","Brain","(CyO;TM6b)","GMR_72B05_AV_01","10.7554/eLife.04577","UAS_IVS_mCD8_3_0045","Female","MB060B","PPL1-gamma2alpha'1,PPL1-alpha'3,PPL1-alpha'2alpha2,PPL1-alpha3"
"Janelia-1870576676065247330-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_646_759_2624126409999646759_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG","GMR_82C10_BB_21","Day 6-10","MB Paper 2014","Brain","(CyO;TM6b)","GMR_72B05_AV_01","10.7554/eLife.04577","UAS_IVS_mCD8_3_0045","Female","MB060B","PPL1-gamma2alpha'1,PPL1-alpha'3,PPL1-alpha'2alpha2,PPL1-alpha3"
"Janelia-1870576677621334114-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_453_794_1903838872727453794_align_AlignedFlyBrain_8bitc_J18U_SG","GMR_82C10_BB_21","Day 6-10","MB Paper 2014","Brain","(CyO;TM6b)","GMR_72B05_AV_01","10.7554/eLife.04577","UAS_IVS_mCD8_3_0045","Female","MB060B","PPL1-gamma2alpha'1,PPL1-alpha'3,PPL1-alpha'2alpha2,PPL1-alpha3"
"Janelia-1870576677621334114-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_477_223_2624125297632477223_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG","GMR_82C10_BB_21","Day 6-10","MB Paper 2014","Brain","(CyO;TM6b)","GMR_72B05_AV_01","10.7554/eLife.04577","UAS_IVS_mCD8_3_0045","Female","MB060B","PPL1-gamma2alpha'1,PPL1-alpha'3,PPL1-alpha'2alpha2,PPL1-alpha3"
"Janelia-1870576678787350626-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_664_226_1903841579135664226_align_AlignedFlyBrain_8bitc_J18U_SG","GMR_82C10_BB_21","Day 6-10","MB Paper 2014","Brain","(CyO;TM6b)","GMR_72B05_AV_01","10.7554/eLife.04577","UAS_IVS_mCD8_3_0045","Female","MB060B","PPL1-gamma2alpha'1,PPL1-alpha'3,PPL1-alpha'2alpha2,PPL1-alpha3"
"Janelia-1870576678787350626-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_184_295_2624125902841184295_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG","GMR_82C10_BB_21","Day 6-10","MB Paper 2014","Brain","(CyO;TM6b)","GMR_72B05_AV_01","10.7554/eLife.04577","UAS_IVS_mCD8_3_0045","Female","MB060B","PPL1-gamma2alpha'1,PPL1-alpha'3,PPL1-alpha'2alpha2,PPL1-alpha3"
"Janelia-1870576683090706530-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_014_370_1903843561305014370_align_AlignedFlyBrain_8bitc_J18U_SG","GMR_82C10_BB_21","Day 6-10","MB Paper 2014","Brain","(CyO;TM6b)","GMR_72B05_AV_01","10.7554/eLife.04577","UAS_IVS_mCD8_3_0045","Female","MB060B","PPL1-gamma2alpha'1,PPL1-alpha'3,PPL1-alpha'2alpha2,PPL1-alpha3"
"Janelia-1870576683090706530-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_740_903_2624126563976740903_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG","GMR_82C10_BB_21","Day 6-10","MB Paper 2014","Brain","(CyO;TM6b)","GMR_72B05_AV_01","10.7554/eLife.04577","UAS_IVS_mCD8_3_0045","Female","MB060B","PPL1-gamma2alpha'1,PPL1-alpha'3,PPL1-alpha'2alpha2,PPL1-alpha3"
"Janelia-1870576690749505634-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_528_162_1903848290269528162_align_AlignedFlyBrain_8bitc_J18U_SG","GMR_15B01_BB_21","Day 6-10","MB Paper 2014","Brain","(CyO;TM6b)","GMR_26F01_AV_01","10.7554/eLife.04577","UAS_IVS_mCD8_3_0045","Female","MB296B","PPL1-gamma2alpha'1"
"Janelia-1870576690749505634-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_760_103_2624128731068760103_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG","GMR_15B01_BB_21","Day 6-10","MB Paper 2014","Brain","(CyO;TM6b)","GMR_26F01_AV_01","10.7554/eLife.04577","UAS_IVS_mCD8_3_0045","Female","MB296B","PPL1-gamma2alpha'1"
