index	publishing_name	ad	dbd	gender	area	slide_code	objective	sampleId	tile	age	published_externally	effector	line	objectiveName	mounting_protocol	Reporter Code	JRC Genotype	label	filename	part_of	Template	comment
149	SS50498	GMR_26C06_XA_21	BJD_122E10_AV_01	Female	Brain	20180523_31_E3	20x	2542063479573971042	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS50498	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS50498_Brain_2018_20180523_31_E3_20x	20x-Brain-2542063479573971042	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180523_31_E3', age: 'Day 1-5'
151	SS50510	GMR_42C09_XA_21	BJD_122E10_AV_01	Female	Brain	20180523_31_F3	20x	2542063479997595746	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS50510	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS50510_Brain_2018_20180523_31_F3_20x	20x-Brain-2542063479997595746	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180523_31_F3', age: 'Day 1-5'
153	SS50502	GMR_26C06_XA_21	GMR_72A10_AV_01	Female	Brain	20180523_31_H1	20x	2542063480710627426	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS50502	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS50502_Brain_2018_20180523_31_H1_20x	20x-Brain-2542063480710627426	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180523_31_H1', age: 'Day 1-5'
155	SS50464	BJD_122E10_BB_21	BJD_111D08_AV_01	Female	Brain	20180523_31_I3	20x	2542063481352355938	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS50464	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS50464_Brain_2018_20180523_31_I3_20x	20x-Brain-2542063481352355938	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180523_31_I3', age: 'Day 1-5'
157	SS47399	BJD_113C06_BB_21	BJD_111C05_AV_01	Female	Brain	20180530_33_I3	20x	2548584570391887970	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS47399	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS47399_Brain_2018_20180530_33_I3_20x	20x-Brain-2548584570391887970	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180530_33_I3', age: 'Day 1-5'
158	SS47378	BJD_111C05_BB_21	BJD_104A08_AV_01	Female	Brain	20180530_33_J2	20x	2548588651944607842	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS47378	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS47378_Brain_2018_20180530_33_J2_20x	20x-Brain-2548588651944607842	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180530_33_J2', age: 'Day 1-5'
160	SS53233	GMR_84H05_BB_04	BJD_100A02_AV_01	Female	Brain	20180606_33_A3	20x	2548589596241821794	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS53233	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS53233_Brain_2018_20180606_33_A3_20x	20x-Brain-2548589596241821794	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180606_33_A3', age: 'Day 1-5'
162	SS47378	BJD_111C05_BB_21	BJD_104A08_AV_01	Female	Brain	20180627_31_F3	20x	2556544791189913698	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS47378	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS47378_Brain_2018_20180627_31_F3_20x	20x-Brain-2556544791189913698	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180627_31_F3', age: 'Day 1-5'
164	SS52340	GMR_84H05_BB_04	GMR_23G11_AV_01	Female	Brain	20180627_32_E1	20x	2556545168077488226	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS52340	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS52340_Brain_2018_20180627_32_E1_20x	20x-Brain-2556545168077488226	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180627_32_E1', age: 'Day 1-5'
166	SS52631	GMR_22G07_BB_57	GMR_55C11_XD_01	Female	Brain	20180627_32_F1	20x	2556545168526278754	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS52631	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS52631_Brain_2018_20180627_32_F1_20x	20x-Brain-2556545168526278754	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180627_32_F1', age: 'Day 1-5'
168	SS50525	GMR_72A10_XA_21	BJD_129E04_AV_01	Female	Brain	20180627_31_H3	20x	2556544792041357410	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS50525	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS50525_Brain_2018_20180627_31_H3_20x	20x-Brain-2556544792041357410	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180627_31_H3', age: 'Day 1-5'
170	SS50513	GMR_42C09_XA_21	GMR_72A10_AV_01	Female	Brain	20180627_31_J2	20x	2556544792766972002	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS50513	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS50513_Brain_2018_20180627_31_J2_20x	20x-Brain-2556544792766972002	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180627_31_J2', age: 'Day 1-5'
172	SS47405	BJD_113C06_BB_21	GMR_73E12_AV_01	Female	Brain	20180717_32_B1	20x	2561997764166680674	brain	Day 6-10	1	UAS_Chrimson_Venus_X_0070	JRC_SS47405	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS47405_Brain_2018_20180717_32_B1_20x	20x-Brain-2561997764166680674	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180717_32_B1', age: 'Day 6-10'
174	SS52285	GMR_13D05_XA_21	GMR_48A11_AV_01	Female	Brain	20180717_32_C2	20x	2561997764581916770	brain	Day 6-10	1	UAS_Chrimson_Venus_X_0070	JRC_SS52285	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS52285_Brain_2018_20180717_32_C2_20x	20x-Brain-2561997764581916770	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180717_32_C2', age: 'Day 6-10'
176	SS50594	GMR_93G12_XA_21	GMR_65H10_AV_01	Female	Brain	20180717_32_D2	20x	2561997764858740834	brain	Day 6-10	1	UAS_Chrimson_Venus_X_0070	JRC_SS50594	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS50594_Brain_2018_20180717_32_D2_20x	20x-Brain-2561997764858740834	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180717_32_D2', age: 'Day 6-10'
178	SS50576	BJD_113B09_BB_21	GMR_65H10_AV_01	Female	Brain	20180717_32_E1	20x	2561997765194285154	brain	Day 6-10	1	UAS_Chrimson_Venus_X_0070	JRC_SS50576	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS50576_Brain_2018_20180717_32_E1_20x	20x-Brain-2561997765194285154	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180717_32_E1', age: 'Day 6-10'
180	SS52313	GMR_45G06_XA_21	GMR_27G01_AV_01	Female	Brain	20180717_31_C1	20x	2564247086920892514	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS52313	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS52313_Brain_2018_20180717_31_C1_20x	20x-Brain-2564247086920892514	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180717_31_C1', age: 'Day 1-5'
182	SS52245	BJD_111B06_BB_21	GMR_83D12_AV_01	Female	Brain	20180717_31_D1	20x	2564251545277300834	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS52245	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS52245_Brain_2018_20180717_31_D1_20x	20x-Brain-2564251545277300834	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180717_31_D1', age: 'Day 1-5'
184	SS46523	BJD_116C06_BB_21	BJD_118C01_AV_01	Female	Brain	20180717_31_F3	20x	2564251546103578722	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS46523	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS46523_Brain_2018_20180717_31_F3_20x	20x-Brain-2564251546103578722	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180717_31_F3', age: 'Day 1-5'
186	SS47354	BJD_100H07_BB_21	BJD_104A08_AV_01	Female	Brain	20180717_31_G2	20x	2564251546401374306	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS47354	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS47354_Brain_2018_20180717_31_G2_20x	20x-Brain-2564251546401374306	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180717_31_G2', age: 'Day 1-5'
1	SS04778	GMR_47G08_BB_21	BJD_109G05_AV_01	Female	VNC	20160202_32_E3	20x	2237375082517233701	ventral_nerve_cord	Day 1-5	1	IVS-myr-FLAG_Syt-HA_3_0055	JRC_SS04778	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	IVS-myr-FLAG_Syt-HA_3_0055	w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1	JRC_SS04778_VNC_2018_20160202_32_E3_20x	20x-VNC-2237375082517233701	female organism|adult ventral nerve cord	JRC2018UnisexVNC_c	tile(s): 'ventral_nerve_cord', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20160202_32_E3', age: 'Day 1-5'
4	SS00190	GMR_38G07_XA_21	GMR_30E10_XD_01	Female	VNC	20160122_43_H2	20x	2237378331437695074	ventral_nerve_cord	Day 1-5	1	HAV5_X_0083	GMR_SS00190	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	HAV5_X_0083	pJFRC200-10XUAS-IVS-myr::smGFP-HA (attP18), pJFRC216-13XLexAop2-IVS-myr::smGFP-V5 (su(Hw)attP8; Dr e /TM6B	JRC_SS00190_VNC_2018_20160122_43_H2_20x	20x-VNC-2237378331437695074	female organism|adult ventral nerve cord	JRC2018UnisexVNC_c	tile(s): 'ventral_nerve_cord', effector genotype: 'pJFRC200-10XUAS-IVS-myr::smGFP-HA (attP18), pJFRC216-13XLexAop2-IVS-myr::smGFP-V5 (su(Hw)attP8; Dr e /TM6B', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20160122_43_H2', age: 'Day 1-5'
6	SS25983	GMR_47G08_BB_21	GMR_26F04_AV_01	Female	VNC	20160212_44_C4	20x	2244284421903482978	ventral_nerve_cord	Day 1-5	1	HAV5_X_0083	JRC_SS25983	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	HAV5_X_0083	pJFRC200-10XUAS-IVS-myr::smGFP-HA (attP18), pJFRC216-13XLexAop2-IVS-myr::smGFP-V5 (su(Hw)attP8; Dr e /TM6B	JRC_SS25983_VNC_2018_20160212_44_C4_20x	20x-VNC-2244284421903482978	female organism|adult ventral nerve cord	JRC2018UnisexVNC_c	tile(s): 'ventral_nerve_cord', effector genotype: 'pJFRC200-10XUAS-IVS-myr::smGFP-HA (attP18), pJFRC216-13XLexAop2-IVS-myr::smGFP-V5 (su(Hw)attP8; Dr e /TM6B', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20160212_44_C4', age: 'Day 1-5'
8	SS47384	BJD_111G03_BB_21	BJD_115C01_AV_01	Female	VNC	20171206_36_D1	20x	2482724465448845410	ventral_nerve_cord	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS47384	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS47384_VNC_2018_20171206_36_D1_20x	20x-VNC-2482724465448845410	female organism|adult ventral nerve cord	JRC2018UnisexVNC_c	tile(s): 'ventral_nerve_cord', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20171206_36_D1', age: 'Day 1-5'
10	SS47392	BJD_112D04_BB_21	BJD_115C01_AV_01	Female	VNC	20171206_36_E3	20x	2482724465771806818	ventral_nerve_cord	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS47392	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS47392_VNC_2018_20171206_36_E3_20x	20x-VNC-2482724465771806818	female organism|adult ventral nerve cord	JRC2018UnisexVNC_c	tile(s): 'ventral_nerve_cord', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20171206_36_E3', age: 'Day 1-5'
12	SS47449	GMR_38D03_BB_21	BJD_110C07_AV_01	Female	VNC	20171213_31_E2	20x	2483027150324629602	ventral_nerve_cord	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS47449	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS47449_VNC_2018_20171213_31_E2_20x	20x-VNC-2483027150324629602	female organism|adult ventral nerve cord	JRC2018UnisexVNC_c	tile(s): 'ventral_nerve_cord', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20171213_31_E2', age: 'Day 1-5'
14	SS47436	GMR_12G04_XA_21	BJD_128B05_AV_01	Female	VNC	20171213_31_F4	20x	2483027150765031522	ventral_nerve_cord	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS47436	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS47436_VNC_2018_20171213_31_F4_20x	20x-VNC-2483027150765031522	female organism|adult ventral nerve cord	JRC2018UnisexVNC_c	tile(s): 'ventral_nerve_cord', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20171213_31_F4', age: 'Day 1-5'
16	SS47398	BJD_113C06_BB_21	BJD_100H07_AV_01	Female	VNC	20171213_32_E1	20x	2483057097999122530	ventral_nerve_cord	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS47398	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS47398_VNC_2018_20171213_32_E1_20x	20x-VNC-2483057097999122530	female organism|adult ventral nerve cord	JRC2018UnisexVNC_c	tile(s): 'ventral_nerve_cord', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20171213_32_E1', age: 'Day 1-5'
18	SS47467	GMR_48H02_BB_21	BJD_101F10_AV_01	Female	VNC	20171213_32_F2	20x	2483057098376609890	ventral_nerve_cord	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS47467	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS47467_VNC_2018_20171213_32_F2_20x	20x-VNC-2483057098376609890	female organism|adult ventral nerve cord	JRC2018UnisexVNC_c	tile(s): 'ventral_nerve_cord', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20171213_32_F2', age: 'Day 1-5'
20	SS47356	BJD_101F10_BB_21	BJD_105B02_AV_01	Female	VNC	20171206_35_E3	20x	2488158089967042658	ventral_nerve_cord	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS47356	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS47356_VNC_2018_20171206_35_E3_20x	20x-VNC-2488158089967042658	female organism|adult ventral nerve cord	JRC2018UnisexVNC_c	tile(s): 'ventral_nerve_cord', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20171206_35_E3', age: 'Day 1-5'
22	SS46525	BJD_116C06_BB_21	BJD_125B02_AV_01	Female	VNC	20180109_31_C4	20x	2493957424612900962	ventral_nerve_cord	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS46525	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS46525_VNC_2018_20180109_31_C4_20x	20x-VNC-2493957424612900962	female organism|adult ventral nerve cord	JRC2018UnisexVNC_c	tile(s): 'ventral_nerve_cord', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180109_31_C4', age: 'Day 1-5'
24	SS47406	BJD_115B11_BB_21	BJD_110C07_AV_01	Female	VNC	20180109_32_C3	20x	2493957990516785250	ventral_nerve_cord	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS47406	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS47406_VNC_2018_20180109_32_C3_20x	20x-VNC-2493957990516785250	female organism|adult ventral nerve cord	JRC2018UnisexVNC_c	tile(s): 'ventral_nerve_cord', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180109_32_C3', age: 'Day 1-5'
26	SS47432	BJD_128B05_BB_21	BJD_110C07_AV_01	Female	VNC	20180109_32_F1	20x	2493957991368228962	ventral_nerve_cord	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS47432	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS47432_VNC_2018_20180109_32_F1_20x	20x-VNC-2493957991368228962	female organism|adult ventral nerve cord	JRC2018UnisexVNC_c	tile(s): 'ventral_nerve_cord', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180109_32_F1', age: 'Day 1-5'
28	SS52628	GMR_22G07_BB_57	BJD_109C02_AV_01	Female	VNC	20180209_42_B3	20x	2508837413095211106	ventral_nerve_cord	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS52628	Plan-Apochromat 20x/0.8	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS52628_VNC_2018_20180209_42_B3_20x	20x-VNC-2508837413095211106	female organism|adult ventral nerve cord	JRC2018UnisexVNC_c	tile(s): 'ventral_nerve_cord', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8', mounting protocol: 'DPX PBS Mounting', slide_code: '20180209_42_B3', age: 'Day 1-5'
30	SS02195	BJD_100A02_BB_21	GMR_47A08_XD_01	Female	VNC	20180222_34_A1	20x	2509158785600192610	ventral_nerve_cord	Day 1-5	1	UAS_Chrimson_Venus_X_0070	GMR_SS02195	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS02195_VNC_2018_20180222_34_A1_20x	20x-VNC-2509158785600192610	female organism|adult ventral nerve cord	JRC2018UnisexVNC_c	tile(s): 'ventral_nerve_cord', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180222_34_A1', age: 'Day 1-5'
32	SS02195	BJD_100A02_BB_21	GMR_47A08_XD_01	Female	VNC	20180222_34_A4	20x	2509158785793130594	ventral_nerve_cord	Day 1-5	1	UAS_Chrimson_Venus_X_0070	GMR_SS02195	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS02195_VNC_2018_20180222_34_A4_20x	20x-VNC-2509158785793130594	female organism|adult ventral nerve cord	JRC2018UnisexVNC_c	tile(s): 'ventral_nerve_cord', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180222_34_A4', age: 'Day 1-5'
34	SS02215	BJD_112D01_BB_21	GMR_13D09_XD_01	Female	VNC	20180222_34_B2	20x	2509158786011234402	ventral_nerve_cord	Day 1-5	1	UAS_Chrimson_Venus_X_0070	GMR_SS02215	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS02215_VNC_2018_20180222_34_B2_20x	20x-VNC-2509158786011234402	female organism|adult ventral nerve cord	JRC2018UnisexVNC_c	tile(s): 'ventral_nerve_cord', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180222_34_B2', age: 'Day 1-5'
